area_id,area_name,latitude,longitude,parameter_id,parameter_description,datetime,value_type,value_text
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406281200,,78.8
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406281800,,24
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406281800,,75.2
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406290000,,26
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406290000,,78.8
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406290600,,32
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406290600,,89.6
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406291200,,25
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406291200,,77
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406291800,,24
501273,Banyuwangi,-8.216666667,114.35,t,Temperature,202406291800,,75.2
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406270000,,1
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406270600,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406271200,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406271800,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406280000,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406280600,,1
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406281200,,4
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406281800,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406290000,,3
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406290600,,1
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406291200,,4
501273,Banyuwangi,-8.216666667,114.35,weather,Weather,202406291800,,4
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270000,,0
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270000,,VARIABLE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270000,,000
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270600,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270600,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406270600,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271200,,157.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271200,,SSE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271200,,15730
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271800,,135
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271800,,SE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406271800,,13500
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280000,,90
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280000,,E
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280000,,9000
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280600,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280600,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406280600,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281200,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281200,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281200,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281800,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281800,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406281800,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290000,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290000,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290000,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290600,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290600,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406290600,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291200,,112.5
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291200,,ESE
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291200,,11230
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291800,,180
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291800,,S
501273,Banyuwangi,-8.216666667,114.35,wd,Wind direction,202406291800,,18000
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270000,,0
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270000,,0
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270000,,0
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270000,,0
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270600,,10
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270600,,11.5077945
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270600,,18.52
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406270600,,5.14444444
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271200,,5
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271200,,5.75389725
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271200,,9.26
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271200,,2.57222222
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271800,,5
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271800,,5.75389725
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271800,,9.26
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406271800,,2.57222222
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280000,,10
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280000,,11.5077945
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280000,,18.52
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280000,,5.14444444
